43000001,Toán,5.80,Ngữ văn,7.50,Ngoại ngữ,4.40,Lịch sử,5.00,Địa lý,7.75,Giáo dục công dân,9.00
43000002,Toán,6.20,Ngữ văn,6.00,Ngoại ngữ,5.40,Lịch sử,6.25,Địa lý,5.75,Giáo dục công dân,6.75
43000003,Toán,6.80,Ngữ văn,5.50,Ngoại ngữ,7.40,Lịch sử,5.25,Địa lý,7.50,Giáo dục công dân,9.25
43000004,Toán,4.20,Ngữ văn,7.25,Ngoại ngữ,4.80,Lịch sử,6.00,Địa lý,7.75,Giáo dục công dân,8.00
43000005,Toán,6.40,Ngữ văn,7.25,Ngoại ngữ,6.40,Lịch sử,6.25,Địa lý,8.50,Giáo dục công dân,9.75
43000006,Toán,8.40,Ngữ văn,8.25,Ngoại ngữ,9.40,Vật lý,6.25,Hóa học,6.50,Sinh học,6.25
43000007,Toán,8.00,Ngữ văn,5.50,Ngoại ngữ,7.20,Lịch sử,4.00,Địa lý,6.00,Giáo dục công dân,8.25
43000008,Toán,7.40,Ngữ văn,8.00,Ngoại ngữ,4.60,Vật lý,7.25,Hóa học,6.75,Sinh học,7.00
43000009,Toán,7.20,Ngữ văn,5.50,Ngoại ngữ,4.60,Vật lý,6.50,Hóa học,8.00,Sinh học,6.00
43000010,Toán,3.60,Ngữ văn,6.75,Ngoại ngữ,4.20,Lịch sử,5.00,Địa lý,6.25,Giáo dục công dân,7.50
43000011,Toán,8.20,Ngữ văn,6.00,Ngoại ngữ,4.80,Vật lý,5.75,Hóa học,6.75,Sinh học,5.50
43000012,Toán,8.00,Ngữ văn,6.00,Ngoại ngữ,6.60,Vật lý,7.00,Hóa học,6.00,Sinh học,4.25
43000013,Toán,7.60,Ngữ văn,6.75,Ngoại ngữ,6.60,Lịch sử,8.00,Địa lý,8.00,Giáo dục công dân,9.75
43000014,Toán,6.60,Ngữ văn,7.25,Ngoại ngữ,5.60,Lịch sử,3.50,Địa lý,8.00,Giáo dục công dân,8.75
43000015,Toán,6.20,Ngữ văn,7.00,Ngoại ngữ,8.80,Lịch sử,4.00,Địa lý,6.50,Giáo dục công dân,9.50
43000016,Toán,5.40,Ngữ văn,7.00,Ngoại ngữ,5.60,Lịch sử,6.75,Địa lý,8.00,Giáo dục công dân,9.00
43000017,Toán,7.00,Ngữ văn,7.75,Ngoại ngữ,6.40,Lịch sử,3.00,Địa lý,6.00,Giáo dục công dân,7.00
43000018,Toán,7.80,Ngữ văn,7.00,Ngoại ngữ,7.60,Vật lý,6.00,Hóa học,4.75,Sinh học,8.25
43000019,Toán,6.40,Ngữ văn,6.00,Ngoại ngữ,8.00,Lịch sử,6.25,Địa lý,7.25,Giáo dục công dân,9.50
43000020,Toán,4.00,Ngữ văn,4.50,Ngoại ngữ,3.40,Lịch sử,3.50,Địa lý,5.25,Giáo dục công dân,7.00
43000021,Toán,7.80,Ngữ văn,5.25,Ngoại ngữ,6.60,Vật lý,6.25,Hóa học,8.25,Sinh học,6.50
43000022,Toán,7.40,Ngữ văn,7.50,Ngoại ngữ,7.60,Lịch sử,9.25,Địa lý,8.75,Giáo dục công dân,8.75
43000023,Toán,7.40,Ngữ văn,7.25,Ngoại ngữ,6.20,Lịch sử,5.25,Địa lý,7.25,Giáo dục công dân,9.00
43000024,Toán,8.80,Ngữ văn,4.75,Ngoại ngữ,8.20,Vật lý,5.50,Hóa học,7.00,Sinh học,7.50
43000025,Toán,6.60,Ngữ văn,6.75,Ngoại ngữ,5.40,Vật lý,4.00,Hóa học,2.25,Sinh học,4.50
43000026,Toán,7.60,Ngữ văn,6.00,Ngoại ngữ,4.20,Lịch sử,5.25,Địa lý,7.25,Giáo dục công dân,9.75
43000027,Toán,8.20,Ngữ văn,5.25,Ngoại ngữ,5.20,Vật lý,6.25,Hóa học,7.25,Sinh học,3.50
43000028,Toán,8.60,Ngữ văn,5.25,Ngoại ngữ,9.60,Vật lý,6.75,Hóa học,7.00,Sinh học,6.50
43000029,Toán,8.20,Ngữ văn,7.00,Ngoại ngữ,7.80,Lịch sử,6.75,Địa lý,7.75,Giáo dục công dân,9.25
43000030,Toán,8.60,Ngữ văn,5.50,Ngoại ngữ,6.80,Vật lý,6.50,Hóa học,5.50,Sinh học,5.50
43000031,Toán,7.60,Ngữ văn,5.75,Ngoại ngữ,8.60,Vật lý,5.50,Hóa học,3.00,Sinh học,6.25
43000032,Toán,6.40,Ngữ văn,5.50,Ngoại ngữ,5.40,Lịch sử,7.50,Địa lý,8.00,Giáo dục công dân,9.00
43000033,Toán,8.00,Ngữ văn,6.75,Ngoại ngữ,5.20,Vật lý,6.00,Hóa học,7.25,Sinh học,6.50
43000034,Toán,5.80,Ngữ văn,4.25,Ngoại ngữ,6.00,Lịch sử,5.75,Địa lý,7.00,Giáo dục công dân,7.75
43000035,Toán,7.00,Ngữ văn,6.50,Ngoại ngữ,8.00,Lịch sử,7.50,Địa lý,7.50,Giáo dục công dân,9.25
43000036,Toán,5.20,Ngữ văn,6.25,Ngoại ngữ,3.60,Lịch sử,4.25,Địa lý,6.25,Giáo dục công dân,8.50
43000037,Toán,7.40,Ngữ văn,6.75,Ngoại ngữ,5.40,Lịch sử,4.75,Địa lý,7.00,Giáo dục công dân,7.25
43000038,Toán,8.00,Ngữ văn,9.25,Ngoại ngữ,9.40,Vật lý,6.50,Hóa học,5.50,Sinh học,5.50
43000039,Toán,5.40,Ngữ văn,7.00,Ngoại ngữ,7.80,Lịch sử,4.75,Địa lý,7.25,Giáo dục công dân,9.75
43000040,Toán,6.40,Ngữ văn,6.00,Ngoại ngữ,4.00,Lịch sử,6.00,Địa lý,7.75,Giáo dục công dân,8.00
43000041,Toán,6.00,Ngữ văn,6.00,Ngoại ngữ,4.20,Lịch sử,4.75,Địa lý,7.75,Giáo dục công dân,8.50
43000042,Toán,6.40,Ngữ văn,6.50,Ngoại ngữ,5.60,Lịch sử,6.00,Địa lý,7.00,Giáo dục công dân,9.75
43000043,Toán,6.00,Ngữ văn,7.00,Ngoại ngữ,4.80,Lịch sử,7.50,Địa lý,6.75,Giáo dục công dân,9.00
43000044,Toán,8.00,Ngữ văn,5.75,Ngoại ngữ,5.80,Lịch sử,4.75,Địa lý,7.50,Giáo dục công dân,9.25
43000045,Toán,9.00,Ngữ văn,8.75,Ngoại ngữ,6.60,Vật lý,6.50,Hóa học,8.00,Sinh học,8.25
43000046,Toán,6.80,Ngữ văn,6.25,Ngoại ngữ,7.40,Lịch sử,4.75,Địa lý,8.50,Giáo dục công dân,9.25
43000047,Toán,7.40,Ngữ văn,7.25,Ngoại ngữ,4.40,Vật lý,7.00,Hóa học,6.75,Sinh học,5.75
43000048,Toán,7.60,Ngữ văn,6.00,Ngoại ngữ,4.20,Vật lý,6.00,Hóa học,6.25,Sinh học,5.50
43000049,Toán,7.80,Ngữ văn,8.75,Ngoại ngữ,10.00,Vật lý,7.75,Hóa học,7.75,Sinh học,7.00
43000050,Toán,4.00,Ngữ văn,5.50,Ngoại ngữ,3.00,Lịch sử,4.00,Địa lý,7.25,Giáo dục công dân,8.50
43000051,Toán,8.00,Ngữ văn,7.50,Ngoại ngữ,5.60,Lịch sử,7.25,Địa lý,7.75,Giáo dục công dân,9.50
43000052,Toán,8.40,Ngữ văn,6.75,Ngoại ngữ,3.00,Vật lý,7.25,Hóa học,7.75,Sinh học,6.75
43000053,Toán,7.80,Ngữ văn,7.50,Ngoại ngữ,9.00,Lịch sử,6.25,Địa lý,7.75,Giáo dục công dân,9.00
43000054,Toán,6.60,Ngữ văn,6.50,Ngoại ngữ,4.40,Vật lý,5.75,Hóa học,7.50,Sinh học,6.50
43000055,Toán,8.00,Ngữ văn,6.25,Ngoại ngữ,7.80,Lịch sử,2.75,Địa lý,7.00,Giáo dục công dân,8.25
43000056,Toán,5.80,Ngữ văn,5.50,Ngoại ngữ,5.60,Lịch sử,6.50,Địa lý,7.75,Giáo dục công dân,8.75
43000057,Toán,6.60,Ngữ văn,7.00,Ngoại ngữ,5.00,Lịch sử,3.75,Địa lý,6.75,Giáo dục công dân,8.25
43000058,Toán,7.80,Ngữ văn,7.75,Ngoại ngữ,8.80,Vật lý,5.00,Hóa học,6.25,Sinh học,5.50
43000059,Toán,6.80,Ngữ văn,6.00,Ngoại ngữ,5.80,Vật lý,5.75,Hóa học,4.75,Sinh học,6.50
43000060,Toán,8.20,Ngữ văn,6.75,Ngoại ngữ,7.00,Vật lý,8.50,Hóa học,8.25,Sinh học,7.00
43000061,Toán,5.80,Ngữ văn,6.50,Ngoại ngữ,2.80,Lịch sử,5.75,Địa lý,6.75,Giáo dục công dân,8.50
43000062,Toán,8.20,Ngữ văn,8.00,Ngoại ngữ,5.00,Vật lý,7.75,Hóa học,4.25,Sinh học,5.75
43000063,Toán,6.40,Ngữ văn,6.50,Ngoại ngữ,6.80,Vật lý,6.25,Hóa học,4.75,Sinh học,4.75
43000064,Toán,7.00,Ngữ văn,6.00,Ngoại ngữ,9.40,Lịch sử,7.00,Địa lý,7.50,Giáo dục công dân,9.25
43000065,Toán,7.20,Ngữ văn,6.25,Ngoại ngữ,6.40,Lịch sử,5.25,Địa lý,6.75,Giáo dục công dân,8.50
43000066,Toán,8.20,Ngữ văn,7.75,Ngoại ngữ,6.80,Lịch sử,3.50,Địa lý,6.25,Giáo dục công dân,8.75
43000067,Toán,6.80,Ngữ văn,6.75,Ngoại ngữ,5.20,Lịch sử,5.25,Địa lý,7.00,Giáo dục công dân,8.25
43000068,Toán,8.20,Ngữ văn,4.50,Ngoại ngữ,4.00,Vật lý,8.00,Hóa học,7.75,Sinh học,5.75
43000069,Toán,7.40,Ngữ văn,6.50,Ngoại ngữ,7.00,Vật lý,7.75,Hóa học,4.75,Sinh học,4.75
43000070,Toán,7.80,Ngữ văn,4.50,Ngoại ngữ,7.40,Vật lý,4.50,Hóa học,9.00,Sinh học,7.25
43000071,Toán,6.80,Ngữ văn,7.25,Ngoại ngữ,8.00,Lịch sử,8.50,Địa lý,9.00,Giáo dục công dân,9.75
43000072,Toán,5.00,Ngữ văn,7.50,Ngoại ngữ,9.60,Lịch sử,5.00,Địa lý,7.25,Giáo dục công dân,8.50
43000073,Toán,5.20,Ngữ văn,4.75,Ngoại ngữ,4.20,Lịch sử,4.50,Địa lý,7.00,Giáo dục công dân,8.75
43000074,Toán,7.40,Ngữ văn,4.25,Ngoại ngữ,8.80,Lịch sử,5.25,Địa lý,8.00,Giáo dục công dân,9.50
43000075,Toán,7.60,Ngữ văn,6.25,Ngoại ngữ,8.00,Lịch sử,5.50,Địa lý,7.00,Giáo dục công dân,8.75
43000076,Toán,7.40,Ngữ văn,6.75,Ngoại ngữ,6.00,Lịch sử,3.50,Địa lý,6.50,Giáo dục công dân,10.00
43000077,Toán,8.40,Ngữ văn,8.50,Ngoại ngữ,9.80,Lịch sử,4.75,Địa lý,4.75,Giáo dục công dân,7.75
43000078,Toán,6.40,Ngữ văn,8.00,Ngoại ngữ,5.00,Lịch sử,3.75,Địa lý,6.00,Giáo dục công dân,7.75
43000079,Toán,5.20,Ngữ văn,5.75,Ngoại ngữ,4.20,Lịch sử,6.00,Địa lý,7.75,Giáo dục công dân,10.00
43000080,Toán,6.00,Ngữ văn,7.50,Ngoại ngữ,6.00,Lịch sử,7.00,Địa lý,8.00,Giáo dục công dân,10.00
43000081,Toán,7.40,Ngữ văn,6.75,Ngoại ngữ,8.00,Vật lý,6.25,Hóa học,5.00,Sinh học,6.25
43000082,Toán,9.00,Ngữ văn,6.75,Ngoại ngữ,8.00,Vật lý,8.25,Hóa học,7.75,Sinh học,4.75
43000083,Toán,7.80,Ngữ văn,6.75,Ngoại ngữ,7.00,Lịch sử,7.50,Địa lý,8.25,Giáo dục công dân,9.75
