62000001,Toán,6.60,Ngữ văn,7.75,Ngoại ngữ,6.80,Lịch sử,9.75,Địa lý,9.25,Giáo dục công dân,9.00
62000002,Toán,5.40,Ngữ văn,8.00,Ngoại ngữ,7.00,Lịch sử,6.50,Địa lý,5.50,Giáo dục công dân,8.00
62000003,Toán,5.40,Ngữ văn,6.25,Ngoại ngữ,2.80,Lịch sử,7.00,Địa lý,6.75,Giáo dục công dân,9.25
62000004,Toán,7.40,Ngữ văn,6.50,Ngoại ngữ,5.40,Vật lý,7.25,Hóa học,6.50,Sinh học,5.50
62000005,Toán,6.20,Ngữ văn,6.50,Ngoại ngữ,4.00,Lịch sử,5.25,Địa lý,5.50,Giáo dục công dân,6.75
62000006,Toán,6.00,Ngữ văn,8.25,Ngoại ngữ,3.80,Lịch sử,2.00,Địa lý,7.25,Giáo dục công dân,9.00
62000007,Toán,8.20,Ngữ văn,9.00,Ngoại ngữ,9.80,Lịch sử,5.00,Địa lý,6.75,Giáo dục công dân,7.50
62000008,Toán,8.60,Ngữ văn,6.50,Ngoại ngữ,3.20,Vật lý,5.00,Hóa học,6.25,Sinh học,6.00
62000009,Toán,4.20,Ngữ văn,5.00,Ngoại ngữ,3.40,Lịch sử,2.75,Địa lý,3.25,Giáo dục công dân,7.25
62000010,Toán,4.40,Ngữ văn,7.50,Ngoại ngữ,4.20,Lịch sử,2.75,Địa lý,6.00,Giáo dục công dân,8.00
62000011,Toán,8.20,Ngữ văn,7.75,Ngoại ngữ,5.00,Vật lý,7.50,Hóa học,7.25,Sinh học,3.75
62000012,Toán,7.00,Ngữ văn,9.00,Ngoại ngữ,5.60,Lịch sử,4.00,Địa lý,6.50,Giáo dục công dân,8.75
62000013,Toán,7.00,Ngữ văn,7.50,Ngoại ngữ,8.20,Lịch sử,4.00,Địa lý,6.75,Giáo dục công dân,7.25
62000014,Toán,5.40,Ngữ văn,7.00,Ngoại ngữ,6.00,Lịch sử,5.75,Địa lý,7.25,Giáo dục công dân,8.25
62000015,Toán,6.80,Ngữ văn,7.00,Ngoại ngữ,8.80,Lịch sử,5.25,Địa lý,6.75,Giáo dục công dân,7.75
62000016,Toán,7.40,Hóa học,7.75,Sinh học,9.25
62000017,Toán,7.00,Ngữ văn,7.25,Ngoại ngữ,7.00,Lịch sử,3.75,Địa lý,7.00,Giáo dục công dân,8.75
62000018,Toán,6.80,Ngữ văn,8.00,Ngoại ngữ,5.00,Lịch sử,3.50,Địa lý,6.75,Giáo dục công dân,7.75
62000019,Toán,7.80,Ngữ văn,8.75,Ngoại ngữ,4.40,Lịch sử,7.75,Địa lý,7.00,Giáo dục công dân,9.00
62000020,Toán,6.80,Ngữ văn,6.00,Ngoại ngữ,6.60,Vật lý,4.25,Hóa học,5.50,Sinh học,5.00
62000021,Toán,5.20,Ngữ văn,6.50,Ngoại ngữ,3.60,Lịch sử,3.25,Địa lý,5.50,Giáo dục công dân,6.75
62000022,Toán,3.00,Ngữ văn,5.25,Ngoại ngữ,2.40,Lịch sử,4.50,Địa lý,7.00,Giáo dục công dân,8.75
62000023,Toán,5.00,Ngữ văn,7.00,Ngoại ngữ,3.00,Lịch sử,5.00,Địa lý,8.50,Giáo dục công dân,9.00
62000024,Toán,5.40,Ngữ văn,8.50,Ngoại ngữ,4.80,Lịch sử,4.50,Địa lý,7.75,Giáo dục công dân,9.75
62000025,Toán,5.60,Ngữ văn,6.25,Ngoại ngữ,3.60,Lịch sử,4.50,Địa lý,7.50,Giáo dục công dân,7.25
62000026,Toán,3.20,Ngữ văn,6.50,Ngoại ngữ,3.80,Lịch sử,2.50,Địa lý,5.75,Giáo dục công dân,7.50
62000027,Ngữ văn,6.00,Lịch sử,4.25,Địa lý,5.00
62000028,Toán,4.60,Ngữ văn,6.25,Ngoại ngữ,4.00,Vật lý,3.00,Hóa học,4.75,Sinh học,4.00
62000029,Toán,4.80,Ngữ văn,7.50,Ngoại ngữ,3.20,Lịch sử,3.25,Địa lý,7.25,Giáo dục công dân,8.25
62000030,Toán,2.80,Ngữ văn,6.50,Ngoại ngữ,2.60,Lịch sử,5.25,Địa lý,7.75,Giáo dục công dân,8.75
62000031,Toán,5.00,Ngữ văn,7.00,Ngoại ngữ,2.40,Lịch sử,3.25,Địa lý,5.75,Giáo dục công dân,5.00
62000032,Toán,8.40,Ngữ văn,8.00,Ngoại ngữ,7.40,Vật lý,7.00,Hóa học,8.00,Sinh học,5.75
62000033,Toán,5.80,Ngữ văn,6.75,Ngoại ngữ,8.00,Lịch sử,7.50,Địa lý,7.00,Giáo dục công dân,8.75
62000034,Toán,7.60,Ngữ văn,7.00,Ngoại ngữ,9.40,Vật lý,4.50,Hóa học,7.25,Sinh học,7.50
62000035,Toán,5.60,Ngữ văn,7.75,Ngoại ngữ,4.60,Lịch sử,3.75,Địa lý,7.50,Giáo dục công dân,8.25
62000036,Toán,8.00,Ngữ văn,7.75,Ngoại ngữ,3.80,Vật lý,6.50,Hóa học,6.00,Sinh học,4.75
62000037,Toán,8.00,Ngữ văn,7.00,Ngoại ngữ,4.40,Vật lý,7.00,Hóa học,8.25,Sinh học,4.50
62000038,Toán,4.80,Ngữ văn,6.75,Ngoại ngữ,6.60,Lịch sử,3.25,Địa lý,6.25,Giáo dục công dân,6.75
62000039,Toán,9.00,Ngữ văn,7.75,Ngoại ngữ,8.00,Vật lý,6.25,Hóa học,8.00,Sinh học,8.25
62000040,Toán,7.40,Ngữ văn,7.50,Ngoại ngữ,4.40,Vật lý,4.25,Hóa học,5.25,Sinh học,5.25
62000041,Ngữ văn,7.75,Lịch sử,7.50,Địa lý,6.75
62000042,Toán,8.40,Ngữ văn,6.50,Ngoại ngữ,4.40,Vật lý,5.25,Hóa học,8.00,Sinh học,5.00
62000043,Toán,8.00,Ngữ văn,4.25,Ngoại ngữ,8.80,Vật lý,7.50,Hóa học,3.50,Sinh học,3.25
62000044,Toán,3.80,Ngữ văn,8.25,Ngoại ngữ,5.60,Lịch sử,5.50,Địa lý,7.25,Giáo dục công dân,7.25
62000045,Toán,7.60,Ngữ văn,8.25,Ngoại ngữ,5.60,Vật lý,6.00,Hóa học,5.75,Sinh học,6.25
62000046,Toán,6.60,Ngữ văn,7.00,Ngoại ngữ,7.40,Lịch sử,5.25,Địa lý,7.00,Giáo dục công dân,8.25
62000047,Toán,5.80,Ngữ văn,7.50,Ngoại ngữ,8.00,Lịch sử,5.50,Địa lý,7.00,Giáo dục công dân,7.50
62000048,Toán,5.60,Ngữ văn,7.50,Ngoại ngữ,3.60,Lịch sử,5.75,Địa lý,6.25,Giáo dục công dân,9.00
62000049,Toán,7.60,Ngữ văn,9.00,Ngoại ngữ,8.60,Lịch sử,4.75,Địa lý,7.50,Giáo dục công dân,9.25
62000050,Toán,6.20,Ngữ văn,6.00,Ngoại ngữ,5.60,Lịch sử,3.50,Địa lý,5.75,Giáo dục công dân,7.50
62000051,Toán,8.00,Ngữ văn,7.25,Ngoại ngữ,9.40,Lịch sử,4.50,Địa lý,6.75,Giáo dục công dân,8.00
62000052,Toán,7.00,Ngữ văn,7.50,Ngoại ngữ,9.00,Vật lý,5.75,Hóa học,6.25,Sinh học,3.50
62000053,Toán,7.80,Ngữ văn,7.25,Ngoại ngữ,4.80,Vật lý,4.50,Hóa học,7.75,Sinh học,6.75
62000054,Toán,6.60,Ngữ văn,8.25,Ngoại ngữ,8.00,Lịch sử,9.25,Địa lý,8.50,Giáo dục công dân,9.50
62000055,Toán,7.20,Ngữ văn,7.00,Ngoại ngữ,4.80,Lịch sử,3.75,Địa lý,6.75,Giáo dục công dân,5.50
62000056,Toán,5.20,Ngữ văn,6.25,Ngoại ngữ,4.80,Lịch sử,4.00,Địa lý,6.75,Giáo dục công dân,8.50
62000057,Toán,7.40,Ngữ văn,6.75,Ngoại ngữ,7.00,Vật lý,6.50,Hóa học,8.25,Sinh học,4.50
62000058,Ngữ văn,4.75,Lịch sử,4.75,Địa lý,5.75
62000059,Toán,6.60,Ngữ văn,8.50,Ngoại ngữ,3.00,Lịch sử,7.75,Địa lý,7.50,Giáo dục công dân,9.25
62000060,Toán,4.00,Ngữ văn,5.50,Ngoại ngữ,4.80,Lịch sử,2.50,Địa lý,5.00,Giáo dục công dân,6.75
62000061,Toán,3.40,Ngữ văn,4.25,Ngoại ngữ,4.60,Lịch sử,3.50,Địa lý,7.25,Giáo dục công dân,7.75
62000062,Toán,8.60,Ngữ văn,6.50,Ngoại ngữ,6.40,Vật lý,8.25,Hóa học,7.50,Sinh học,5.75
62000063,Toán,7.60,Ngữ văn,6.75,Ngoại ngữ,4.20,Vật lý,9.25,Hóa học,7.25,Sinh học,5.25
62000064,Toán,8.00,Ngoại ngữ,9.40,Vật lý,7.25,Hóa học,5.50,Sinh học,4.00
62000065,Toán,6.20,Ngữ văn,6.25,Ngoại ngữ,3.00,Lịch sử,6.75,Địa lý,9.25,Giáo dục công dân,8.00
62000066,Toán,8.00,Ngữ văn,6.75,Ngoại ngữ,6.60,Vật lý,8.00,Hóa học,8.50,Sinh học,5.75
62000067,Toán,7.40,Ngữ văn,5.50,Ngoại ngữ,8.40,Vật lý,6.00,Hóa học,7.00,Sinh học,6.25
62000068,Toán,4.20,Ngữ văn,6.25,Ngoại ngữ,3.00,Lịch sử,4.00,Địa lý,6.75,Giáo dục công dân,8.50
62000069,Toán,6.20,Ngữ văn,7.00,Ngoại ngữ,4.60,Lịch sử,3.50,Địa lý,6.00,Giáo dục công dân,7.00
62000070,Toán,4.00,Ngữ văn,6.00,Ngoại ngữ,3.00,Lịch sử,3.25,Địa lý,6.25,Giáo dục công dân,6.75
62000071,Toán,6.40,Ngữ văn,6.25,Ngoại ngữ,2.80,Lịch sử,5.75,Địa lý,7.00,Giáo dục công dân,8.25
62000072,Toán,4.60,Ngữ văn,8.25,Ngoại ngữ,4.60,Lịch sử,6.25,Địa lý,6.75,Giáo dục công dân,7.75
62000073,Toán,7.60,Ngữ văn,8.00,Ngoại ngữ,9.40,Lịch sử,4.00,Địa lý,7.00,Giáo dục công dân,9.25
62000074,Toán,7.60,Ngữ văn,7.50,Ngoại ngữ,6.40,Lịch sử,4.50,Địa lý,7.25,Giáo dục công dân,8.25
62000075,Toán,6.20,Ngữ văn,6.75,Ngoại ngữ,4.80,Lịch sử,6.50,Địa lý,7.75,Giáo dục công dân,9.00
62000076,Toán,7.60,Ngữ văn,8.50,Ngoại ngữ,7.60,Lịch sử,6.50,Địa lý,7.25,Giáo dục công dân,8.25
62000077,Toán,7.80,Ngữ văn,8.00,Ngoại ngữ,8.80,Lịch sử,7.50,Địa lý,9.00,Giáo dục công dân,9.75
62000078,Toán,4.00,Ngữ văn,7.25,Ngoại ngữ,3.20,Lịch sử,6.25,Địa lý,6.25,Giáo dục công dân,6.00
62000079,Toán,2.00,Ngữ văn,6.00,Ngoại ngữ,2.40,Lịch sử,4.25,Địa lý,6.00,Giáo dục công dân,9.00
62000080,Toán,4.40,Ngữ văn,5.75,Ngoại ngữ,2.20,Lịch sử,2.75,Địa lý,6.50,Giáo dục công dân,7.50
62000081,Toán,5.00,Vật lý,3.00,Hóa học,2.50
62000082,Toán,3.60,Ngữ văn,6.25,Ngoại ngữ,3.80,Lịch sử,3.25,Địa lý,6.25,Giáo dục công dân,6.25
62000083,Toán,3.60,Ngữ văn,4.50,Ngoại ngữ,3.60,Lịch sử,4.75,Địa lý,4.75,Giáo dục công dân,6.75
62000084,Toán,4.60,Ngữ văn,7.25,Ngoại ngữ,5.40,Lịch sử,3.25,Địa lý,7.25,Giáo dục công dân,8.00
62000085,Toán,4.20,Ngữ văn,5.75,Ngoại ngữ,3.20,Lịch sử,4.00,Địa lý,7.25,Giáo dục công dân,6.50
62000086,Toán,6.40,Ngữ văn,8.25,Ngoại ngữ,3.40,Lịch sử,8.25,Địa lý,9.00,Giáo dục công dân,9.25
62000087,Ngữ văn,7.25,Lịch sử,7.25,Địa lý,8.25
62000088,Toán,7.00,Ngữ văn,6.75,Ngoại ngữ,6.40,Lịch sử,3.25,Địa lý,6.00,Giáo dục công dân,8.25
62000089,Ngữ văn,5.50,Lịch sử,6.25,Địa lý,7.00
62000090,Toán,4.40,Ngữ văn,4.25,Ngoại ngữ,3.60,Vật lý,3.25,Hóa học,2.75,Sinh học,4.00
62000091,Toán,8.80,Hóa học,8.50,Sinh học,9.00
62000092,Toán,4.20,Ngữ văn,6.00,Ngoại ngữ,4.60,Lịch sử,4.25,Địa lý,8.00,Giáo dục công dân,8.50
62000093,Toán,8.00,Ngữ văn,5.50,Ngoại ngữ,6.60,Vật lý,6.00,Hóa học,7.75,Sinh học,8.50
62000094,Toán,7.40,Ngữ văn,5.00,Ngoại ngữ,5.80,Lịch sử,2.50,Địa lý,6.25,Giáo dục công dân,6.75
62000095,Toán,6.20,Ngữ văn,6.00,Ngoại ngữ,6.80,Lịch sử,6.00,Địa lý,5.00,Giáo dục công dân,8.25
62000096,Toán,6.00,Ngữ văn,6.75,Ngoại ngữ,4.00,Lịch sử,4.25,Địa lý,8.00,Giáo dục công dân,8.00
62000097,Ngữ văn,4.50,Lịch sử,4.25,Địa lý,6.00
62000098,Ngữ văn,5.75,Lịch sử,7.00,Địa lý,7.00
62000099,Toán,7.00,Ngữ văn,7.25,Ngoại ngữ,6.00,Vật lý,5.25,Hóa học,7.50,Sinh học,7.75
62000100,Ngữ văn,5.50,Lịch sử,5.25,Địa lý,6.75
62000101,Toán,5.20,Ngữ văn,7.50,Ngoại ngữ,4.40,Lịch sử,4.00,Địa lý,8.50,Giáo dục công dân,9.50
62000102,Ngữ văn,7.00,Lịch sử,8.75,Địa lý,8.00
62000103,Ngữ văn,5.75,Lịch sử,3.50,Địa lý,6.50
62000104,Toán,5.00,Ngữ văn,8.25,Ngoại ngữ,8.60,Lịch sử,7.75,Địa lý,9.50,Giáo dục công dân,9.00
62000105,Toán,6.60,Ngữ văn,8.00,Ngoại ngữ,9.20,Lịch sử,6.25,Địa lý,8.25,Giáo dục công dân,9.25
