49000001,Toán,8.80,Ngữ văn,6.50,Ngoại ngữ,7.80,Vật lý,7.25,Hóa học,7.75,Sinh học,6.75
49000002,Toán,7.80,Ngữ văn,8.00,Ngoại ngữ,7.00,Vật lý,7.50,Hóa học,8.00,Sinh học,7.50
49000003,Toán,6.80,Ngữ văn,7.00,Ngoại ngữ,5.40,Vật lý,5.50,Hóa học,6.25,Sinh học,5.00
49000004,Toán,6.00,Ngữ văn,5.50,Ngoại ngữ,2.80,Vật lý,4.25,Hóa học,6.25,Sinh học,7.00
49000005,Toán,7.00,Ngữ văn,6.83,Ngoại ngữ,5.00,Vật lý,6.00,Hóa học,6.25,Sinh học,6.75
49000006,Toán,5.00,Ngữ văn,4.50,Ngoại ngữ,4.20,Vật lý,5.75,Hóa học,3.50,Sinh học,5.50
49000008,Toán,5.20,Ngữ văn,4.75,Ngoại ngữ,3.80,Lịch sử,6.00,Địa lý,7.75,Giáo dục công dân,9.25
49000009,Toán,6.20,Ngữ văn,5.50,Ngoại ngữ,4.40,Vật lý,4.00,Hóa học,3.75,Sinh học,3.00
49000010,Toán,5.60,Ngữ văn,4.00,Lịch sử,6.00,Địa lý,9.00
49000011,Toán,6.40,Ngữ văn,8.25,Ngoại ngữ,6.40,Vật lý,6.00,Hóa học,5.25,Sinh học,7.75
49000012,Toán,6.60,Ngữ văn,5.50,Ngoại ngữ,7.40,Vật lý,6.50,Hóa học,6.75,Sinh học,6.00
49000013,Toán,7.20,Ngữ văn,7.00,Ngoại ngữ,4.80,Vật lý,5.75,Hóa học,7.75,Sinh học,6.50
49000014,Toán,4.60,Ngữ văn,8.50,Ngoại ngữ,4.00,Lịch sử,6.25,Địa lý,7.75,Giáo dục công dân,9.50
49000015,Toán,7.00,Ngữ văn,6.75,Ngoại ngữ,5.00,Vật lý,6.50,Hóa học,7.25,Sinh học,5.25
49000016,Toán,6.40,Ngữ văn,5.75,Ngoại ngữ,3.80,Vật lý,4.00,Hóa học,5.25,Sinh học,3.50
49000017,Toán,5.80,Ngữ văn,6.00,Ngoại ngữ,3.00,Lịch sử,3.00,Địa lý,5.25,Giáo dục công dân,7.00
49000018,Toán,7.00,Ngữ văn,8.50,Ngoại ngữ,6.00,Vật lý,6.50,Hóa học,6.75,Sinh học,4.75
49000019,Toán,5.80,Ngữ văn,4.75,Ngoại ngữ,3.40,Lịch sử,4.25,Địa lý,7.50,Giáo dục công dân,9.25
49000020,Toán,5.80,Ngữ văn,4.00,Lịch sử,7.25,Địa lý,8.00
49000021,Toán,7.60,Ngữ văn,6.00,Ngoại ngữ,6.60,Vật lý,6.75,Hóa học,7.25,Sinh học,7.50
49000022,Toán,6.00,Ngữ văn,5.00,Ngoại ngữ,2.60,Vật lý,5.00,Hóa học,4.50,Sinh học,4.00
49000023,Toán,3.60,Ngữ văn,6.00,Lịch sử,2.00,Địa lý,5.00
49000024,Toán,6.00,Ngữ văn,5.17,Ngoại ngữ,4.40,Lịch sử,3.50,Địa lý,7.25,Giáo dục công dân,9.00
49000025,Toán,6.40,Ngữ văn,6.25,Lịch sử,6.00,Địa lý,8.00
49000026,Toán,7.60,Ngữ văn,5.25,Ngoại ngữ,3.80,Lịch sử,4.75,Địa lý,7.00,Giáo dục công dân,9.00
49000027,Toán,7.00,Ngữ văn,5.58,Ngoại ngữ,2.20,Lịch sử,3.00,Địa lý,7.25,Giáo dục công dân,8.00
49000028,Toán,6.80,Ngữ văn,6.00,Ngoại ngữ,4.00,Lịch sử,5.75,Địa lý,7.50,Giáo dục công dân,9.25
49000029,Toán,7.40,Ngữ văn,6.00,Ngoại ngữ,3.80,Vật lý,7.50,Hóa học,6.00,Sinh học,5.25
49000030,Toán,6.20,Ngữ văn,6.50,Ngoại ngữ,4.80,Lịch sử,5.25,Địa lý,7.25,Giáo dục công dân,7.00
49000031,Toán,5.40,Ngữ văn,6.50,Lịch sử,5.75,Địa lý,7.25
49000032,Toán,7.80,Ngữ văn,6.00,Ngoại ngữ,9.80,Lịch sử,8.75,Địa lý,8.50,Giáo dục công dân,9.25
49000033,Toán,4.20,Ngữ văn,6.50,Ngoại ngữ,3.20,Vật lý,3.75,Hóa học,4.00,Sinh học,3.75
49000034,Toán,5.60,Ngữ văn,7.75,Ngoại ngữ,2.60,Vật lý,6.25,Hóa học,7.25,Sinh học,4.50
49000035,Toán,7.40,Ngữ văn,7.00,Ngoại ngữ,4.80,Vật lý,7.00,Hóa học,4.00,Sinh học,6.00
49000036,Toán,5.80,Ngữ văn,5.50,Ngoại ngữ,3.80,Lịch sử,3.75,Địa lý,7.50,Giáo dục công dân,8.00
49000037,Toán,6.40,Ngữ văn,7.25,Ngoại ngữ,6.00,Lịch sử,3.50,Địa lý,7.25,Giáo dục công dân,9.00
49000038,Toán,7.00,Ngữ văn,8.00,Ngoại ngữ,4.80,Vật lý,4.50,Hóa học,8.00,Sinh học,8.25
49000039,Toán,6.80,Ngữ văn,6.00,Ngoại ngữ,3.60,Vật lý,4.75,Hóa học,5.75,Sinh học,5.00
49000040,Toán,7.60,Ngữ văn,7.00,Ngoại ngữ,7.40,Lịch sử,5.75,Địa lý,7.75,Giáo dục công dân,10.00
49000041,Toán,8.40,Ngữ văn,8.75,Ngoại ngữ,8.00,Vật lý,6.75,Hóa học,8.00,Sinh học,6.75
49000042,Toán,6.40,Ngữ văn,5.50,Lịch sử,4.75,Địa lý,6.00
49000043,Toán,6.60,Ngữ văn,7.50,Ngoại ngữ,2.60,Vật lý,5.75,Hóa học,6.25,Sinh học,5.75
49000044,Toán,4.80,Ngữ văn,5.50,Lịch sử,4.50,Địa lý,7.25
49000045,Toán,6.40,Ngữ văn,3.25,Ngoại ngữ,4.00,Lịch sử,4.25,Địa lý,7.50,Giáo dục công dân,9.50
49000046,Toán,7.40,Ngữ văn,7.25,Ngoại ngữ,6.20,Vật lý,6.75,Hóa học,7.25,Sinh học,5.50
49000047,Toán,4.20,Ngữ văn,4.75,Ngoại ngữ,2.40,Lịch sử,3.75,Địa lý,7.75,Giáo dục công dân,8.75
49000048,Toán,5.80,Ngữ văn,4.75,Ngoại ngữ,3.80,Lịch sử,3.50,Địa lý,6.00,Giáo dục công dân,9.00
49000049,Toán,8.40,Ngữ văn,4.75,Ngoại ngữ,7.80,Vật lý,8.50,Hóa học,9.00,Sinh học,5.25
49000051,Toán,6.20,Ngữ văn,6.50,Ngoại ngữ,5.40,Lịch sử,6.50,Địa lý,8.00,Giáo dục công dân,9.00
49000052,Toán,5.20,Ngữ văn,5.75,Ngoại ngữ,6.40,Lịch sử,6.75,Địa lý,7.75,Giáo dục công dân,7.75
49000053,Toán,7.60,Ngữ văn,5.75,Ngoại ngữ,5.60,Lịch sử,5.50,Địa lý,6.75,Giáo dục công dân,8.25
49000054,Toán,6.60,Ngữ văn,7.50,Ngoại ngữ,4.60,Lịch sử,6.25,Địa lý,8.00,Giáo dục công dân,8.75
49000055,Toán,6.40,Ngữ văn,6.50,Ngoại ngữ,6.20,Lịch sử,5.00,Địa lý,7.25,Giáo dục công dân,9.00
49000056,Toán,8.60,Ngữ văn,8.00,Lịch sử,8.00,Địa lý,8.75
49000057,Toán,4.60,Ngữ văn,7.50,Ngoại ngữ,5.00,Lịch sử,5.50,Địa lý,6.50,Giáo dục công dân,9.50
49000058,Toán,8.40,Ngữ văn,7.50,Ngoại ngữ,7.80,Vật lý,8.50,Hóa học,9.00,Sinh học,7.25
49000059,Toán,6.60,Ngữ văn,8.25,Ngoại ngữ,5.40,Vật lý,6.50,Hóa học,7.25,Sinh học,5.75
49000060,Toán,6.40,Ngữ văn,7.00,Ngoại ngữ,4.60,Vật lý,5.50,Hóa học,6.00,Sinh học,5.50
49000061,Toán,8.80,Ngữ văn,7.50,Ngoại ngữ,5.40,Vật lý,6.75,Hóa học,7.50,Sinh học,8.00
49000062,Toán,6.60,Ngữ văn,7.00,Ngoại ngữ,6.20,Vật lý,4.75,Hóa học,5.50,Sinh học,5.00
49000063,Toán,6.00,Ngữ văn,7.25,Ngoại ngữ,3.60,Lịch sử,8.00,Địa lý,8.00,Giáo dục công dân,9.50
49000064,Toán,6.00,Ngữ văn,6.50,Ngoại ngữ,4.60,Vật lý,4.25,Hóa học,6.00,Sinh học,5.00
